Website,Status,Details
https://faces-l.net,Reached,0.26 seconds
https://archive.faces-l.net,Reached,0.06 seconds
https://neu.faces-l.net,Reached,0.27 seconds
https://fairpaykultur.at,Reached,0.35 seconds
https://fauxpas.at,Reached,0.09 seconds
https://faxen-collective.net,Reached,0.10 seconds
https://fdr.at,Reached,0.57 seconds
https://archiv.fdr.at,Reached,0.09 seconds
https://feed-the-idiots.com,Reached,0.09 seconds
https://felerlos.at,Reached,0.37 seconds
https://femaleartistindex.org,Reached,0.75 seconds
https://feminismus-krawall.at,Reached,0.27 seconds
https://fiftitu.at,Reached,0.02 seconds
https://archiv.fiftitu.at,Unreached,SSLError
https://dsgvo.fiftitu.at,Reached,0.09 seconds
https://neu.fiftitu.at,Unreached,ConnectionError
https://yu.fiftitu.at,Unreached,SSLError
https://filmriss.at,Reached,0.22 seconds
https://finaesslinger.at,Reached,0.07 seconds
https://finopoly.at,Reached,0.10 seconds
https://frauenkultur.at,Reached,0.07 seconds
https://fraumayr.at,Reached,0.08 seconds
https://frautomani.at,Reached,0.52 seconds
https://freie-medien.at,Reached,0.07 seconds
https://freie-radios.at,Reached,0.09 seconds
https://freie-radios.online,Reached,0.10 seconds
https://dev.freie-radios.online,Unreached,ConnectionError
https://online.freie-radios.at,Reached,0.10 seconds
https://freienetze.net,Reached,0.08 seconds
https://freier-rundfunk.at,Reached,0.07 seconds
https://freizeitundkommunikation.at,Reached,0.10 seconds
https://frf.at,Reached,0.19 seconds
https://neu.frf.at,Unreached,SSLError
https://old.frf.at,Reached,0.38 seconds
https://argumente.fro.at,Reached,0.27 seconds
https://cba-monitor.fro.at,Reached,0.02 seconds
https://lehrredaktion.fro.at,Reached,0.23 seconds
https://marx200.fro.at,Reached,0.25 seconds
https://moodle.fro.at,Reached,0.16 seconds
https://old.fro.at,Unreached,ConnectionError
https://outofdemand.fro.at,Unreached,SSLError
https://relaunch.fro.at,Unreached,ReadTimeout
https://rfs.fro.at,Reached,0.27 seconds
https://schnuffi.fro.at,Unreached,SSLError
https://stats.fro.at,Reached,0.09 seconds
https://stream.fro.at,Reached,0.07 seconds
https://fro.at,Unreached,ReadTimeout
https://fuckhead.at,Reached,0.67 seconds
https://funkallergie.at,Reached,0.06 seconds
https://linz.funkfeuer.at,Unreached,SSLError
https://mulonga.linz.funkfeuer.at,Unreached,SSLError
https://gagosoft.net,Reached,0.11 seconds
https://gekuehlte-kassetten.at,Reached,0.07 seconds
https://georgesimms.net,Reached,0.68 seconds
https://geraldkogler.com,Reached,0.34 seconds
https://gis-orchestra.at,Reached,0.10 seconds
https://givecoin.cash,Reached,0.50 seconds
https://graztermine.at,Reached,0.17 seconds
https://grgr.at,Reached,0.32 seconds
https://guglmugl.net,Reached,0.17 seconds
https://halfbit.org,Reached,0.33 seconds
https://hannalog.com,Unreached,SSLError
https://hauntedspaces.net,Reached,0.31 seconds
https://heartofnoise.at,Reached,0.11 seconds
https://neu.heartofnoise.at,Unreached,SSLError
https://helgatraxler.at,Reached,0.21 seconds
https://helmutneugebauer.at,Reached,0.29 seconds
https://hiroshima.at,Reached,0.12 seconds
https://hoerspuren.at,Reached,0.07 seconds
https://hoerspuren.com,Reached,0.05 seconds
https://hoerspuren.org,Reached,0.03 seconds
https://hoerstadt.at,Reached,0.65 seconds
https://howtogetwhatyouwant.at,Reached,0.49 seconds
https://hungaromedia.at,Reached,0.09 seconds
https://ig-demokratie.at,Reached,0.35 seconds
https://demokratierepaircafe.ig-demokratie.at,Reached,0.10 seconds
https://diyrepaircafe.ig-demokratie.at,Reached,0.09 seconds
https://repaircafe.ig-demokratie.at,Reached,0.08 seconds
https://igkikk.at,Reached,0.11 seconds
https://igkultur-vbg.at,Reached,0.10 seconds
https://staging.igkultur-vbg.at,Reached,0.10 seconds
https://igkultur.at,Reached,0.09 seconds
https://burgenland.igkultur.at,Reached,0.09 seconds
https://civicrm.igkultur.at,Reached,0.51 seconds
https://kaernten.igkultur.at,Reached,0.08 seconds
https://niederoesterreich.igkultur.at,Reached,0.09 seconds
https://oberoesterreich.igkultur.at,Reached,0.08 seconds
https://oesterreich.igkultur.at,Reached,0.09 seconds
https://salzburg.igkultur.at,Reached,0.09 seconds
https://staging.igkultur.at,Reached,0.06 seconds
https://steiermark.igkultur.at,Reached,0.10 seconds
https://tirol.igkultur.at,Reached,0.10 seconds
https://vorarlberg.igkultur.at,Reached,0.08 seconds
https://wien.igkultur.at,Reached,0.09 seconds
https://ingorandolf.info,Reached,0.27 seconds
https://ingridschiller.at,Reached,0.38 seconds
https://innenraumlavinia.at,Reached,0.27 seconds
https://innovationstopf.at,Reached,0.16 seconds
https://insitu-linz09.at,Reached,0.16 seconds
https://interregnum.live,Reached,0.27 seconds
https://interstellarrecords.at,Reached,0.08 seconds
https://isadiessl.at,Reached,0.23 seconds
https://isation.org,Reached,0.12 seconds
https://irrational.isation.org,Reached,0.11 seconds
https://rational.isation.org,Reached,0.11 seconds
https://kairus.org,Reached,0.17 seconds
https://andreas.kairus.org,Reached,0.28 seconds
https://dakarartsfestival.kairus.org,Unreached,SSLError
https://doku.kairus.org,Reached,0.10 seconds
https://indx.kairus.org,Reached,0.09 seconds
https://ioopt.kairus.org,Unreached,ReadTimeout
https://iooptdoku.kairus.org,Reached,0.10 seconds
https://lectures.kairus.org,Reached,0.35 seconds
https://linda.kairus.org,Reached,0.28 seconds
https://megacorp.kairus.org,Reached,0.10 seconds
https://opencall.kairus.org,Reached,0.09 seconds
https://quiz.kairus.org,Reached,0.12 seconds
https://survey.kairus.org,Reached,0.10 seconds
https://test.kairus.org,Reached,0.16 seconds
https://kapu.at,Reached,0.10 seconds
https://d.kapu.at,Unreached,SSLError
https://kellerabteil.org,Reached,0.18 seconds
https://ablage.kellerabteil.org,Reached,0.11 seconds
https://alma.kellerabteil.org,Reached,0.46 seconds
https://general.kellerabteil.org,Reached,0.09 seconds
https://kinderkinowels.at,Unreached,SSLError
https://kobakant.at,Reached,0.11 seconds
https://kohlberger.net,Reached,0.31 seconds
https://code.kohlberger.net,Reached,0.08 seconds
https://kolibri-schule.at,Reached,0.29 seconds
https://konsortium.at,Reached,0.10 seconds
https://kuenstlerinnen.at,Reached,0.10 seconds
https://kuk-linz.at,Reached,0.40 seconds
https://kultur-jobs.at,Reached,0.96 seconds
https://kulturjob.at,Reached,1.00 seconds
https://kulturjobs.at,Unreached,ReadTimeout
https://kulturlandretten.at,Reached,0.54 seconds
https://kulturplattform.at,Unreached,SSLError
https://kulturrisse.at,Unreached,SSLError
https://kulturstreik.at,Reached,0.30 seconds
https://kulturviertelwochen.at,Reached,0.53 seconds
https://kulturwald.at,Reached,0.16 seconds
https://kunstkanal.org,Reached,0.12 seconds
https://ce.kunstkanal.org,Reached,0.09 seconds
https://md.kunstkanal.org,Reached,0.07 seconds
https://pbc.kunstkanal.org,Reached,0.13 seconds
https://sc.kunstkanal.org,Reached,0.08 seconds
https://kunstraum.at,Reached,0.50 seconds
https://archiv.kunstraum.at,Reached,0.09 seconds
https://cityofrespect.kunstraum.at,Reached,0.50 seconds
https://stats.kunstraum.at,Reached,0.08 seconds
https://kunzwana.net,Reached,0.08 seconds
https://kupf.at,Reached,0.86 seconds
https://kulturkrise.kupf.at,Reached,0.17 seconds
https://lehrgang.kupf.at,Reached,0.24 seconds
https://test.kupf.at,Unreached,SSLError
https://kupfakademie.at,Reached,0.59 seconds
https://kupfservices.com,Reached,0.18 seconds
https://service.kupfticket.com,Reached,0.13 seconds
https://kupfzeitung.at,Unreached,SSLError
https://kuva.at,Reached,0.09 seconds
https://landderfreienmedien.at,Reached,0.19 seconds
https://landgaenge.eu,Reached,0.29 seconds
https://lauthals.org,Reached,0.39 seconds
https://leodressel.net,Reached,0.45 seconds
https://linz.linuxwochen.at,Unreached,SSLError
https://linzephemer.at,Unreached,ReadTimeout
https://19.linzfmr.at,Reached,0.09 seconds
https://21.linzfmr.at,Reached,0.32 seconds
https://liqua.net,Reached,0.14 seconds
https://liquidautonomy.org,Reached,0.36 seconds
https://lisawagner.at,Reached,0.16 seconds
https://liwoli.at,Reached,0.02 seconds
https://lllk.at,Reached,0.55 seconds
https://lotta-gaffa.at,Reached,0.41 seconds
https://lottaschreibt.at,Reached,0.37 seconds
https://lowereastsite.com,Reached,0.10 seconds
https://luckeneder-art.at,Reached,0.10 seconds
https://luftspur.com,Reached,0.12 seconds
https://lugl.at,Reached,0.07 seconds
https://lukeanddom.org,Reached,0.13 seconds
https://lustwerkstatt.at,Reached,0.29 seconds
https://luxnet.at,Unreached,ConnectionError
https://lzop.org,Reached,0.10 seconds
https://magdalenareiter.at,Reached,0.64 seconds
https://maiz.at,Reached,0.02 seconds
https://cupiditas.maiz.at,Reached,0.36 seconds
https://moodle.digimathe.maiz.at,Reached,0.17 seconds
https://mezzanin.maiz.at,Unreached,SSLError
https://moodle.maiz.at,Reached,0.14 seconds
https://old.maiz.at,Reached,0.10 seconds
https://prequalsteps.maiz.at,Unreached,SSLError
https://moodle.prequalsteps.maiz.at,Reached,0.18 seconds
https://selfdefenceit.maiz.at,Unreached,SSLError
https://makedesignopen.com,Unreached,SSLError
https://makedesignopen.org,Unreached,SSLError
https://martisanchez.com,Reached,0.32 seconds
https://maydaylinz.at,Reached,0.53 seconds
https://mediainterventions.net,Reached,0.09 seconds
https://medialiteracy.at,Unreached,SSLError
https://mediana.at,Reached,0.25 seconds
https://ment.org,Reached,0.10 seconds
https://abolish.ment.org,Reached,0.08 seconds
https://agree.ment.org,Reached,0.07 seconds
https://space.depart.ment.org,Reached,0.09 seconds
https://disband.ment.org,Reached,0.06 seconds
https://funda.ment.org,Reached,0.10 seconds
https://groove.ment.org,Reached,0.08 seconds
https://mo.ment.org,Reached,0.09 seconds
https://move.ment.org,Reached,0.08 seconds
https://merker.tv,Reached,0.23 seconds
https://michaelabaum.eu,Reached,0.08 seconds
https://migrazine.at,Reached,0.10 seconds
https://neu.migrazine.at,Reached,0.09 seconds
https://milchblut.at,Reached,0.08 seconds
https://foto.milchblut.at,Reached,0.08 seconds
https://mmm-k.org,Reached,0.12 seconds
https://mute.audio,Reached,0.05 seconds
https://mzbaltazarslaboratory.org,Reached,0.49 seconds
https://negentropy-sport.net,Reached,0.47 seconds
https://nerding.at,Reached,0.31 seconds
https://neuwahlvonunten.at,Reached,0.16 seconds
https://nichtstun.org,Reached,1.64 seconds
https://nomadenetappe.net,Reached,0.12 seconds
https://notton.at,Reached,0.20 seconds
https://nurdietoten.at,Reached,0.25 seconds
https://oberhumer.com,Reached,0.10 seconds
https://oberhumer.name,Reached,0.09 seconds
https://mattermost.oberhumer.com,Reached,0.09 seconds
https://support.oberhumer.com,Reached,0.07 seconds
https://obssys.com,Reached,0.11 seconds
https://ogg.at,Reached,0.09 seconds
https://okabre.com,Reached,0.20 seconds
https://gfa.or.at,Unreached,ReadTimeout
https://hr-ctrl.or.at,Reached,0.87 seconds
https://kapu.or.at,Reached,0.08 seconds
https://aussitzen.kapu.or.at,Unreached,SSLError
https://brotlosekunst.kapu.or.at,Reached,0.08 seconds
https://canItrashcan.kapu.or.at,Reached,0.09 seconds
https://emu.kapu.or.at,Reached,0.09 seconds
https://mkm.kapu.or.at,Reached,0.09 seconds
https://old.kapu.or.at,Reached,0.37 seconds
https://sensuallove.kapu.or.at,Reached,0.08 seconds
https://st.kapu.or.at,Reached,0.07 seconds
https://strahler80.kapu.or.at,Reached,0.07 seconds
https://valina.kapu.or.at,Unreached,SSLError
https://wap.kapu.or.at,Reached,0.08 seconds
https://wirag.kapu.or.at,Reached,0.08 seconds
https://pmk.or.at,Reached,0.12 seconds
https://forum.pmk.or.at,Reached,0.09 seconds
https://heartofnoise.pmk.or.at,Unreached,SSLError
https://neu.pmk.or.at,Reached,0.09 seconds
https://zehnjahre.pmk.or.at,Reached,0.10 seconds
https://workstation.or.at,Reached,0.09 seconds
https://otre.at,Reached,0.19 seconds
https://ottosaxinger.at,Reached,0.32 seconds
https://palmfiction.net,Reached,0.14 seconds
https://paulovsky.org,Reached,0.30 seconds
https://peligro.at,Reached,0.26 seconds
https://pena-flamenca.at,Reached,0.21 seconds
https://peterandrosch.at,Reached,0.53 seconds
https://pflueckt.at,Reached,0.13 seconds
https://linz.pflueckt.at,Reached,0.13 seconds
https://phonography.art,Reached,0.09 seconds
https://photosalonhelga.at,Reached,0.21 seconds
https://photosalonhelga.com,Reached,0.21 seconds
https://physicalnarration.org,Unreached,SSLError
https://wiki.physicalnarration.org,Unreached,SSLError
https://piramidops.at,Reached,0.31 seconds
https://piramidops.com,Reached,0.28 seconds
https://platform-socialism.org,Reached,0.16 seconds
https://wiki.platform-socialism.org,Reached,0.18 seconds
https://plattform-sozialismus.org,Reached,0.18 seconds
https://plusea.at,Reached,0.18 seconds
https://joyslippers.plusea.at,Reached,0.08 seconds
https://konp.plusea.at,Reached,0.31 seconds
https://wsp.plusea.at,Reached,0.31 seconds
https://poelzlotto.at,Reached,0.12 seconds
https://potatopublishing.at,Unreached,ConnectTimeout
https://programmkinowels.at,Unreached,ConnectTimeout
https://beta.programmkinowels.at,Unreached,ConnectTimeout
https://intern.programmkinowels.at,Reached,0.23 seconds
https://puca.work,Reached,2.03 seconds
https://punkaustria.at,Reached,0.09 seconds
https://pysol.org,Reached,0.06 seconds
https://qlf-enterprises.com,Reached,0.08 seconds
https://quasikunst.at,Reached,0.07 seconds
https://quasikunst.com,Reached,0.09 seconds
https://queens-of-sound.com,Reached,0.11 seconds
https://qujochoe.org,Reached,0.10 seconds
https://rabbitcontrol.cc,Unreached,ConnectTimeout
https://client.rabbitcontrol.cc,Unreached,ConnectTimeout
https://radical-openness.org,Reached,0.02 seconds
https://cwc.radical-openness.org,Unreached,ConnectTimeout
https://d8.radical-openness.org,Unreached,SSLError
https://research.radical-openness.org,Unreached,ConnectTimeout
https://test.radical-openness.org,Unreached,ConnectTimeout
https://vaping-network.radical-openness.org,Unreached,ConnectTimeout
https://vaping-networks.radical-openness.org,Unreached,ConnectTimeout
https://radio-fri.at,Unreached,ReadTimeout
https://recordsdacubra.com,Unreached,ConnectionError
https://regional-express.org,Reached,0.09 seconds
https://reinhardreisenzahn.com,Unreached,ConnectTimeout
https://remember-bruckner.com,Reached,0.12 seconds
https://remorauscher.at,Unreached,ConnectTimeout
https://republicart.net,Reached,0.09 seconds
https://retrogoldmine.com,Unreached,ConnectTimeout
https://risingshine.at,Unreached,SSLError
https://ronit.at,Reached,0.09 seconds
https://rotespuren.at,Reached,0.39 seconds
https://mitglieder.rotespuren.at,Reached,0.36 seconds
https://veranstaltungen.rotespuren.at,Reached,0.39 seconds
https://rudolfhabringer.at,Reached,0.26 seconds
https://salonlimusin.at,Unreached,ConnectTimeout
https://sandleitendatenbank.at,Reached,0.12 seconds
https://sandrabirklbauer.com,Unreached,ConnectTimeout
https://weddings.sandrabirklbauer.com,Unreached,ConnectTimeout
https://schuledesungehorsams.at,Reached,0.11 seconds
https://schuledesungehorsams.com,Reached,0.19 seconds
https://schuledesungehorsams.de,Reached,0.17 seconds
https://schuledesungehorsams.org,Reached,0.14 seconds
https://schulradiotag.at,Unreached,ConnectTimeout
https://sdmk.at,Unreached,ConnectTimeout
https://sebastiansix.net,Unreached,ConnectTimeout
https://selbstlaut.net,Reached,0.29 seconds
https://sensorchestra.com,Reached,0.10 seconds
https://servus.at,Reached,0.07 seconds
https://apt2.servus.at,Reached,0.08 seconds
https://atelierhaus.servus.at,Reached,0.07 seconds
https://augumohr.servus.at,Unreached,SSLError
https://az-linz.servus.at,Reached,0.01 seconds
https://backlab.servus.at,Unreached,ConnectTimeout
https://beauty.servus.at,Unreached,SSLError
https://bibnet.servus.at,Unreached,SSLError
https://bos.servus.at,Reached,0.10 seconds
https://brandjung.servus.at,Unreached,SSLError
https://christineeder.servus.at,Unreached,SSLError
https://ciras2008.servus.at,Unreached,SSLError
https://coding.servus.at,Reached,0.05 seconds
https://core.servus.at,Reached,0.05 seconds
https://cp.servus.at,Reached,0.10 seconds
https://dbadm2.servus.at,Reached,0.07 seconds
https://dbadm3.servus.at,Reached,0.09 seconds
https://dbadm4.servus.at,Unreached,ConnectTimeout
https://dbadm6.servus.at,Reached,0.06 seconds
https://diditest.servus.at,Unreached,SSLError
https://diereferentin.servus.at,Reached,0.67 seconds
https://dokuwiki.servus.at,Reached,0.10 seconds
https://dorninger.servus.at,Reached,0.20 seconds
https://dreiundachtzig.servus.at,Unreached,SSLError
https://drupal8.servus.at,Reached,0.14 seconds
https://443,Unreached,ConnectionError
https://drupal9.servus.at,Reached,0.08 seconds
https://druzba.servus.at,Unreached,SSLError
https://dsignweek.servus.at,Reached,0.09 seconds
https://esslinger.servus.at,Reached,0.59 seconds
https://femoffense.servus.at,Reached,0.10 seconds
https://files.servus.at,Unreached,SSLError
https://freiraumrauben.servus.at,Reached,0.01 seconds
https://fruehling2012.servus.at,Unreached,ConnectTimeout
https://ftpneu.servus.at,Reached,0.07 seconds
https://gegenpolizeigewalt.servus.at,Unreached,SSLError
https://gegenschwarzblau.servus.at,Reached,0.09 seconds
https://gg.servus.at,Unreached,SSLError
https://habitat.servus.at,Reached,0.68 seconds
https://hangover9e.servus.at,Unreached,SSLError
https://helgaschager.servus.at,Reached,0.39 seconds
https://hoerstadt.servus.at,Unreached,SSLError
https://ingridschiller.servus.at,Unreached,ConnectTimeout
https://internationalerfrauentag.servus.at,Reached,0.02 seconds
https://karawane.servus.at,Unreached,SSLError
https://kb.servus.at,Reached,0.02 seconds
https://kellerabteil.servus.at,Reached,0.21 seconds
https://kmptt.servus.at,Reached,0.23 seconds
https://kolibri-schule.servus.at,Unreached,SSLError
https://kri.servus.at,Unreached,SSLError
https://kubriel.servus.at,Reached,0.10 seconds
https://linz0nein.servus.at,Reached,0.10 seconds
https://linzlinks.servus.at,Unreached,SSLError
https://medea.servus.at,Unreached,SSLError
https://meistereder.servus.at,Unreached,SSLError
https://monitoring.servus.at,Reached,0.01 seconds
https://mrtg.servus.at,Reached,0.11 seconds
https://mta-sts.servus.at,Reached,0.08 seconds
https://n2n.servus.at,Unreached,SSLError
https://ncd.servus.at,Unreached,SSLError
https://newcore.servus.at,Reached,0.05 seconds
https://newservus.at,Unreached,ConnectionError
https://npk.servus.at,Reached,0.10 seconds
https://off.servus.at,Unreached,SSLError
https://oldcore.servus.at,Reached,0.09 seconds
https://openlab.servus.at,Reached,0.08 seconds
https://petra.servus.at,Reached,0.31 seconds
https://pg7-1.servus.at,Unreached,SSLError
https://pg7-2.servus.at,Unreached,SSLError
https://playground201.servus.at,Unreached,SSLError
https://playground202.servus.at,Unreached,SSLError
https://playground213.servus.at,Unreached,SSLError
https://playground215.servus.at,Unreached,ConnectionError
https://playground216.servus.at,Unreached,ConnectionError
https://playground218.servus.at,Unreached,ConnectionError
https://playground221.servus.at,Unreached,SSLError
https://playground222.servus.at,Unreached,SSLError
https://playground223.servus.at,Unreached,SSLError
https://playground224.servus.at,Reached,0.10 seconds
https://playground225.servus.at,Reached,0.31 seconds
https://playground228.servus.at,Unreached,SSLError
https://playground229.servus.at,Unreached,ConnectTimeout
https://playground232.servus.at,Unreached,SSLError
https://playground233.servus.at,Unreached,ReadTimeout
https://publications.servus.at,Unreached,SSLError
https://sabrina.servus.at,Reached,0.16 seconds
https://schager.servus.at,Reached,0.77 seconds
https://schoenswetter.servus.at,Reached,0.74 seconds
https://schreibmireinekarte.servus.at,Unreached,ConnectTimeout
https://sekurator.servus.at,Reached,0.08 seconds
https://soundsource.servus.at,Unreached,SSLError
https://spacefemfm.servus.at,Unreached,SSLError
https://spaetzuenderin.servus.at,Unreached,SSLError
https://spotsz.servus.at,Unreached,SSLError
https://stats.servus.at,Reached,0.10 seconds
https://steinreich.servus.at,Unreached,SSLError
https://stopspot.servus.at,Unreached,SSLError
https://stwst-gw.servus.at,Unreached,SSLError
https://subcute.servus.at,Unreached,SSLError
https://timesup.servus.at,Reached,0.11 seconds
https://tina.servus.at,Unreached,SSLError
https://tnc17.servus.at,Unreached,SSLError
https://todableiter.servus.at,Reached,0.12 seconds
https://tomani.servus.at,Unreached,ConnectTimeout
https://tschneid.servus.at,Reached,0.49 seconds
https://umfrage.servus.at,Reached,0.20 seconds
https://w8.servus.at,Unreached,ConnectionError
https://wasserscheide.servus.at,Unreached,SSLError
https://webarchiv.servus.at,Reached,0.06 seconds
https://webcal.servus.at,Reached,0.13 seconds
https://webmail.servus.at,Reached,0.02 seconds
https://webstats.servus.at,Reached,0.17 seconds
https://anja.west.servus.at,Reached,0.23 seconds
https://wiki.servus.at,Unreached,SSLError
https://willworkforfood.servus.at,Unreached,SSLError
https://wkd.servus.at,Reached,0.09 seconds
https://www6.servus.at,Reached,0.08 seconds
https://www7.servus.at,Reached,0.09 seconds
https://www8.servus.at,Unreached,ConnectTimeout
https://xxero.servus.at,Unreached,SSLError
https://zeitung.servus.at,Reached,0.54 seconds
https://shanefinan.org,Reached,0.36 seconds
https://as-tree.shanefinan.org,Reached,0.48 seconds
https://asif.shanefinan.org,Reached,0.54 seconds
https://field.shanefinan.org,Reached,0.44 seconds
https://macalla.shanefinan.org,Reached,0.50 seconds
https://management.shanefinan.org,Reached,0.50 seconds
https://something-moved.shanefinan.org,Reached,0.49 seconds
https://triangle.shanefinan.org,Reached,0.49 seconds
https://woodwideweb.shanefinan.org,Reached,0.53 seconds
https://shiatsu-stef.at,Unreached,ConnectTimeout
https://skodone.at,Reached,0.52 seconds
https://sofiabraga.com,Unreached,ConnectTimeout
https://sombrero.at,Reached,0.45 seconds
https://sosmitmensch-bgld.at,Reached,0.11 seconds
https://soundinglinz.at,Unreached,ConnectTimeout
https://stadtwachelinz.at,Unreached,ConnectTimeout
https://stadtwerkstatt.at,Reached,0.13 seconds
https://stadtwerkstatt.com,Reached,0.19 seconds
https://stefaner-schmid.net,Reached,0.08 seconds
https://texts.stefaner-schmid.net,Unreached,SSLError
